,video,frame,Risk_Obj_feature,Risk_Obj_No
1087,000858,37,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 724.0, ""1"": 611.0}, ""y1"": {""0"": 373.0, ""1"": 358.0}, ""x2"": {""0"": 804.0, ""1"": 702.0}, ""y2"": {""0"": 418.0, ""1"": 420.0}}",2
1088,000858,38,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 712.0, ""1"": 581.0}, ""y1"": {""0"": 370.0, ""1"": 354.0}, ""x2"": {""0"": 794.0, ""1"": 674.0}, ""y2"": {""0"": 420.0, ""1"": 426.0}}",2
1089,000858,39,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 705.0, ""1"": 540.0}, ""y1"": {""0"": 364.0, ""1"": 346.0}, ""x2"": {""0"": 777.0, ""1"": 641.0}, ""y2"": {""0"": 419.0, ""1"": 421.0}}",2
1090,000858,40,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 696.0, ""1"": 512.0}, ""y1"": {""0"": 366.0, ""1"": 351.0}, ""x2"": {""0"": 766.0, ""1"": 617.0}, ""y2"": {""0"": 424.0, ""1"": 428.0}}",2
1091,000858,41,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 697.0, ""1"": 475.0}, ""y1"": {""0"": 361.0, ""1"": 352.0}, ""x2"": {""0"": 779.0, ""1"": 590.0}, ""y2"": {""0"": 428.0, ""1"": 429.0}}",2
1092,000858,42,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 697.0, ""1"": 446.0}, ""y1"": {""0"": 350.0, ""1"": 353.0}, ""x2"": {""0"": 797.0, ""1"": 578.0}, ""y2"": {""0"": 428.0, ""1"": 433.0}}",2
1093,000858,43,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 706.0, ""1"": 416.0}, ""y1"": {""0"": 359.0, ""1"": 353.0}, ""x2"": {""0"": 797.0, ""1"": 548.0}, ""y2"": {""0"": 428.0, ""1"": 433.0}}",2
1094,000858,44,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 720.0, ""1"": 392.0}, ""y1"": {""0"": 359.0, ""1"": 350.0}, ""x2"": {""0"": 797.0, ""1"": 537.0}, ""y2"": {""0"": 426.0, ""1"": 433.0}}",2
1095,000858,45,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 725.0, ""1"": 345.0}, ""y1"": {""0"": 359.0, ""1"": 346.0}, ""x2"": {""0"": 802.0, ""1"": 506.0}, ""y2"": {""0"": 426.0, ""1"": 445.0}}",2
1096,000858,46,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 725.0, ""1"": 326.0}, ""y1"": {""0"": 359.0, ""1"": 356.0}, ""x2"": {""0"": 802.0, ""1"": 490.0}, ""y2"": {""0"": 426.0, ""1"": 445.0}}",2
1097,000858,47,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 720.0, ""1"": 279.0}, ""y1"": {""0"": 356.0, ""1"": 354.0}, ""x2"": {""0"": 819.0, ""1"": 461.0}, ""y2"": {""0"": 433.0, ""1"": 455.0}}",2
1098,000858,48,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 731.0, ""1"": 245.0}, ""y1"": {""0"": 356.0, ""1"": 354.0}, ""x2"": {""0"": 819.0, ""1"": 442.0}, ""y2"": {""0"": 428.0, ""1"": 457.0}}",2
1099,000858,49,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 731.0, ""1"": 227.0}, ""y1"": {""0"": 356.0, ""1"": 365.0}, ""x2"": {""0"": 829.0, ""1"": 411.0}, ""y2"": {""0"": 433.0, ""1"": 460.0}}",2
1100,001434,0,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 456.0, ""1"": 370.0}, ""y1"": {""0"": 458.0, ""1"": 474.0}, ""x2"": {""0"": 491.0, ""1"": 424.0}, ""y2"": {""0"": 516.0, ""1"": 514.0}}",2
1101,001434,1,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 456.0, ""1"": 378.0}, ""y1"": {""0"": 458.0, ""1"": 473.0}, ""x2"": {""0"": 491.0, ""1"": 432.0}, ""y2"": {""0"": 516.0, ""1"": 513.0}}",2
1102,001434,2,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 456.0, ""1"": 378.0}, ""y1"": {""0"": 458.0, ""1"": 473.0}, ""x2"": {""0"": 491.0, ""1"": 432.0}, ""y2"": {""0"": 516.0, ""1"": 513.0}}",2
1103,001434,3,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 456.0, ""1"": 378.0}, ""y1"": {""0"": 458.0, ""1"": 473.0}, ""x2"": {""0"": 491.0, ""1"": 432.0}, ""y2"": {""0"": 516.0, ""1"": 513.0}}",2
1104,001434,4,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 456.0, ""1"": 378.0}, ""y1"": {""0"": 458.0, ""1"": 473.0}, ""x2"": {""0"": 481.0, ""1"": 432.0}, ""y2"": {""0"": 489.0, ""1"": 513.0}}",2
1105,001434,5,,0
1106,001434,6,,0
1107,001434,7,,0
1108,001434,8,,0
1109,001434,9,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 459.0}, ""y1"": {""0"": 455.0}, ""x2"": {""0"": 480.0}, ""y2"": {""0"": 508.0}}",1
1110,001434,10,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 451.0}, ""y1"": {""0"": 459.0}, ""x2"": {""0"": 478.0}, ""y2"": {""0"": 526.0}}",1
1111,001434,11,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 451.0, ""1"": 403.0}, ""y1"": {""0"": 459.0, ""1"": 465.0}, ""x2"": {""0"": 471.0, ""1"": 466.0}, ""y2"": {""0"": 526.0, ""1"": 521.0}}",2
1112,001434,12,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 441.0, ""1"": 416.0}, ""y1"": {""0"": 453.0, ""1"": 464.0}, ""x2"": {""0"": 474.0, ""1"": 493.0}, ""y2"": {""0"": 525.0, ""1"": 520.0}}",2
1113,001434,13,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 423.0}, ""y1"": {""0"": 453.0, ""1"": 469.0}, ""x2"": {""0"": 474.0, ""1"": 500.0}, ""y2"": {""0"": 535.0, ""1"": 525.0}}",2
1114,001434,14,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 423.0}, ""y1"": {""0"": 453.0, ""1"": 469.0}, ""x2"": {""0"": 473.0, ""1"": 500.0}, ""y2"": {""0"": 535.0, ""1"": 525.0}}",2
1115,001434,15,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 423.0}, ""y1"": {""0"": 457.0, ""1"": 469.0}, ""x2"": {""0"": 473.0, ""1"": 500.0}, ""y2"": {""0"": 534.0, ""1"": 525.0}}",2
1116,001434,16,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 429.0}, ""y1"": {""0"": 459.0, ""1"": 470.0}, ""x2"": {""0"": 472.0, ""1"": 506.0}, ""y2"": {""0"": 533.0, ""1"": 526.0}}",2
1117,001434,17,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 429.0}, ""y1"": {""0"": 459.0, ""1"": 470.0}, ""x2"": {""0"": 477.0, ""1"": 512.0}, ""y2"": {""0"": 536.0, ""1"": 526.0}}",2
1118,001434,18,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 429.0}, ""y1"": {""0"": 462.0, ""1"": 470.0}, ""x2"": {""0"": 477.0, ""1"": 517.0}, ""y2"": {""0"": 536.0, ""1"": 526.0}}",2
1119,001434,19,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 410.0}, ""y1"": {""0"": 468.0, ""1"": 470.0}, ""x2"": {""0"": 477.0, ""1"": 517.0}, ""y2"": {""0"": 536.0, ""1"": 535.0}}",2
1120,001434,20,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 435.0, ""1"": 391.0}, ""y1"": {""0"": 468.0, ""1"": 470.0}, ""x2"": {""0"": 476.0, ""1"": 517.0}, ""y2"": {""0"": 557.0, ""1"": 553.0}}",2
1121,001434,21,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 435.0, ""1"": 382.0}, ""y1"": {""0"": 468.0, ""1"": 470.0}, ""x2"": {""0"": 476.0, ""1"": 523.0}, ""y2"": {""0"": 557.0, ""1"": 553.0}}",2
1122,001434,22,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 382.0}, ""y1"": {""0"": 473.0, ""1"": 470.0}, ""x2"": {""0"": 478.0, ""1"": 524.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1123,001434,23,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 382.0}, ""y1"": {""0"": 473.0, ""1"": 470.0}, ""x2"": {""0"": 478.0, ""1"": 524.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1124,001434,24,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 385.0}, ""y1"": {""0"": 466.0, ""1"": 470.0}, ""x2"": {""0"": 481.0, ""1"": 534.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1125,001434,25,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 385.0}, ""y1"": {""0"": 466.0, ""1"": 470.0}, ""x2"": {""0"": 481.0, ""1"": 534.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1126,001434,26,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 385.0}, ""y1"": {""0"": 466.0, ""1"": 470.0}, ""x2"": {""0"": 481.0, ""1"": 538.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1127,001434,27,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 385.0}, ""y1"": {""0"": 466.0, ""1"": 470.0}, ""x2"": {""0"": 481.0, ""1"": 538.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1128,001434,28,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 385.0}, ""y1"": {""0"": 466.0, ""1"": 470.0}, ""x2"": {""0"": 481.0, ""1"": 538.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1129,001434,29,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 437.0, ""1"": 385.0}, ""y1"": {""0"": 466.0, ""1"": 470.0}, ""x2"": {""0"": 481.0, ""1"": 538.0}, ""y2"": {""0"": 562.0, ""1"": 556.0}}",2
1130,001434,30,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 436.0, ""1"": 386.0}, ""y1"": {""0"": 455.0, ""1"": 463.0}, ""x2"": {""0"": 480.0, ""1"": 529.0}, ""y2"": {""0"": 551.0, ""1"": 545.0}}",2
1131,001434,31,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 436.0, ""1"": 386.0}, ""y1"": {""0"": 455.0, ""1"": 463.0}, ""x2"": {""0"": 480.0, ""1"": 529.0}, ""y2"": {""0"": 551.0, ""1"": 545.0}}",2
1132,001434,32,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 440.0, ""1"": 386.0}, ""y1"": {""0"": 455.0, ""1"": 463.0}, ""x2"": {""0"": 480.0, ""1"": 516.0}, ""y2"": {""0"": 551.0, ""1"": 545.0}}",2
1133,001434,33,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 443.0, ""1"": 386.0}, ""y1"": {""0"": 455.0, ""1"": 463.0}, ""x2"": {""0"": 483.0, ""1"": 507.0}, ""y2"": {""0"": 551.0, ""1"": 543.0}}",2
1134,001434,34,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 446.0, ""1"": 375.0}, ""y1"": {""0"": 455.0, ""1"": 457.0}, ""x2"": {""0"": 486.0, ""1"": 504.0}, ""y2"": {""0"": 551.0, ""1"": 552.0}}",2
1135,001434,35,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 446.0, ""1"": 366.0}, ""y1"": {""0"": 455.0, ""1"": 460.0}, ""x2"": {""0"": 486.0, ""1"": 503.0}, ""y2"": {""0"": 564.0, ""1"": 559.0}}",2
1136,001434,36,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 446.0, ""1"": 330.0}, ""y1"": {""0"": 455.0, ""1"": 447.0}, ""x2"": {""0"": 486.0, ""1"": 453.0}, ""y2"": {""0"": 564.0, ""1"": 554.0}}",2
1137,001434,37,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 441.0, ""1"": 301.0}, ""y1"": {""0"": 455.0, ""1"": 447.0}, ""x2"": {""0"": 482.0, ""1"": 453.0}, ""y2"": {""0"": 560.0, ""1"": 554.0}}",2
1138,001434,38,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 431.0, ""1"": 278.0}, ""y1"": {""0"": 455.0, ""1"": 447.0}, ""x2"": {""0"": 483.0, ""1"": 453.0}, ""y2"": {""0"": 560.0, ""1"": 556.0}}",2
1139,001434,39,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 397.0, ""1"": 251.0}, ""y1"": {""0"": 506.0, ""1"": 442.0}, ""x2"": {""0"": 484.0, ""1"": 440.0}, ""y2"": {""0"": 570.0, ""1"": 567.0}}",2
1140,001434,40,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 397.0, ""1"": 235.0}, ""y1"": {""0"": 506.0, ""1"": 445.0}, ""x2"": {""0"": 487.0, ""1"": 439.0}, ""y2"": {""0"": 581.0, ""1"": 567.0}}",2
1141,001434,41,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 384.0, ""1"": 200.0}, ""y1"": {""0"": 507.0, ""1"": 440.0}, ""x2"": {""0"": 474.0, ""1"": 427.0}, ""y2"": {""0"": 582.0, ""1"": 571.0}}",2
1142,001434,42,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 379.0, ""1"": 178.0}, ""y1"": {""0"": 507.0, ""1"": 433.0}, ""x2"": {""0"": 479.0, ""1"": 419.0}, ""y2"": {""0"": 592.0, ""1"": 570.0}}",2
1143,001434,43,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 386.0, ""1"": 165.0}, ""y1"": {""0"": 507.0, ""1"": 434.0}, ""x2"": {""0"": 486.0, ""1"": 412.0}, ""y2"": {""0"": 592.0, ""1"": 571.0}}",2
1144,001434,44,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 375.0, ""1"": 147.0}, ""y1"": {""0"": 507.0, ""1"": 434.0}, ""x2"": {""0"": 502.0, ""1"": 404.0}, ""y2"": {""0"": 605.0, ""1"": 571.0}}",2
1145,001434,45,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 375.0, ""1"": 134.0}, ""y1"": {""0"": 525.0, ""1"": 434.0}, ""x2"": {""0"": 507.0, ""1"": 404.0}, ""y2"": {""0"": 605.0, ""1"": 571.0}}",2
1146,001434,46,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 364.0, ""1"": 134.0}, ""y1"": {""0"": 525.0, ""1"": 434.0}, ""x2"": {""0"": 507.0, ""1"": 404.0}, ""y2"": {""0"": 605.0, ""1"": 571.0}}",2
1147,001434,47,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 364.0, ""1"": 134.0}, ""y1"": {""0"": 525.0, ""1"": 434.0}, ""x2"": {""0"": 507.0, ""1"": 404.0}, ""y2"": {""0"": 605.0, ""1"": 571.0}}",2
1148,001434,48,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 363.0, ""1"": 118.0}, ""y1"": {""0"": 531.0, ""1"": 427.0}, ""x2"": {""0"": 509.0, ""1"": 404.0}, ""y2"": {""0"": 600.0, ""1"": 570.0}}",2
1149,001434,49,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 363.0, ""1"": 118.0}, ""y1"": {""0"": 531.0, ""1"": 427.0}, ""x2"": {""0"": 509.0, ""1"": 404.0}, ""y2"": {""0"": 600.0, ""1"": 570.0}}",2
1150,000882,0,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 491.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 507.0}, ""y2"": {""0"": 370.0}}",1
1151,000882,1,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 491.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 507.0}, ""y2"": {""0"": 370.0}}",1
1152,000882,2,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 491.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 511.0}, ""y2"": {""0"": 376.0}}",1
1153,000882,3,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 491.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 511.0}, ""y2"": {""0"": 376.0}}",1
1154,000882,4,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 491.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 511.0}, ""y2"": {""0"": 383.0}}",1
1155,000882,5,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 491.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 515.0}, ""y2"": {""0"": 386.0}}",1
1156,000882,6,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 487.0}, ""y1"": {""0"": 334.0}, ""x2"": {""0"": 515.0}, ""y2"": {""0"": 386.0}}",1
1157,000882,7,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 487.0}, ""y1"": {""0"": 339.0}, ""x2"": {""0"": 515.0}, ""y2"": {""0"": 391.0}}",1
1158,000882,8,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 482.0}, ""y1"": {""0"": 343.0}, ""x2"": {""0"": 509.0}, ""y2"": {""0"": 400.0}}",1
1159,000882,9,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 472.0}, ""y1"": {""0"": 343.0}, ""x2"": {""0"": 509.0}, ""y2"": {""0"": 400.0}}",1
1160,000882,10,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 456.0}, ""y1"": {""0"": 325.0}, ""x2"": {""0"": 493.0}, ""y2"": {""0"": 382.0}}",1
1161,000882,11,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 445.0}, ""y1"": {""0"": 313.0}, ""x2"": {""0"": 488.0}, ""y2"": {""0"": 377.0}}",1
1162,000882,12,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 439.0}, ""y1"": {""0"": 299.0}, ""x2"": {""0"": 482.0}, ""y2"": {""0"": 363.0}}",1
1163,000882,13,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 434.0}, ""y1"": {""0"": 290.0}, ""x2"": {""0"": 482.0}, ""y2"": {""0"": 363.0}}",1
1164,000882,14,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 434.0}, ""y1"": {""0"": 290.0}, ""x2"": {""0"": 482.0}, ""y2"": {""0"": 369.0}}",1
1165,000882,15,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 429.0}, ""y1"": {""0"": 290.0}, ""x2"": {""0"": 481.0}, ""y2"": {""0"": 384.0}}",1
1166,000882,16,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 426.0}, ""y1"": {""0"": 304.0}, ""x2"": {""0"": 478.0}, ""y2"": {""0"": 398.0}}",1
1167,000882,17,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 414.0}, ""y1"": {""0"": 304.0}, ""x2"": {""0"": 478.0}, ""y2"": {""0"": 403.0}}",1
1168,000882,18,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 407.0}, ""y1"": {""0"": 304.0}, ""x2"": {""0"": 481.0}, ""y2"": {""0"": 420.0}}",1
1169,000882,19,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 407.0}, ""y1"": {""0"": 304.0}, ""x2"": {""0"": 481.0}, ""y2"": {""0"": 420.0}}",1
1170,000882,20,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 392.0}, ""y1"": {""0"": 286.0}, ""x2"": {""0"": 481.0}, ""y2"": {""0"": 420.0}}",1
1171,000882,21,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 394.0}, ""y1"": {""0"": 286.0}, ""x2"": {""0"": 481.0}, ""y2"": {""0"": 438.0}}",1
1172,000882,22,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 404.0}, ""y1"": {""0"": 289.0}, ""x2"": {""0"": 494.0}, ""y2"": {""0"": 458.0}}",1
1173,000882,23,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 395.0}, ""y1"": {""0"": 284.0}, ""x2"": {""0"": 507.0}, ""y2"": {""0"": 481.0}}",1
1174,000882,24,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 395.0}, ""y1"": {""0"": 284.0}, ""x2"": {""0"": 524.0}, ""y2"": {""0"": 511.0}}",1
1175,000882,25,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 395.0}, ""y1"": {""0"": 284.0}, ""x2"": {""0"": 540.0}, ""y2"": {""0"": 543.0}}",1
1176,000882,26,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 407.0}, ""y1"": {""0"": 275.0}, ""x2"": {""0"": 575.0}, ""y2"": {""0"": 591.0}}",1
1177,000882,27,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 401.0}, ""y1"": {""0"": 270.0}, ""x2"": {""0"": 584.0}, ""y2"": {""0"": 626.0}}",1
1178,000882,28,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 371.0}, ""y1"": {""0"": 232.0}, ""x2"": {""0"": 615.0}, ""y2"": {""0"": 640.0}}",1
1179,000882,29,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 316.0}, ""y1"": {""0"": 204.0}, ""x2"": {""0"": 635.0}, ""y2"": {""0"": 646.0}}",1
1180,000882,30,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 186.0}, ""y1"": {""0"": 178.0}, ""x2"": {""0"": 686.0}, ""y2"": {""0"": 661.0}}",1
1181,000882,31,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 17.0}, ""y1"": {""0"": 105.0}, ""x2"": {""0"": 717.0}, ""y2"": {""0"": 646.0}}",1
1182,000882,32,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 2.0}, ""y1"": {""0"": 82.0}, ""x2"": {""0"": 785.0}, ""y2"": {""0"": 666.0}}",1
1183,000882,33,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 2.0}, ""y1"": {""0"": 82.0}, ""x2"": {""0"": 785.0}, ""y2"": {""0"": 666.0}}",1
1184,000882,34,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 2.0}, ""y1"": {""0"": 45.0}, ""x2"": {""0"": 785.0}, ""y2"": {""0"": 666.0}}",1
1185,000882,35,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 2.0}, ""y1"": {""0"": 5.0}, ""x2"": {""0"": 766.0}, ""y2"": {""0"": 671.0}}",1
1186,000882,36,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 2.0}, ""y1"": {""0"": 39.0}, ""x2"": {""0"": 766.0}, ""y2"": {""0"": 671.0}}",1
1187,000882,37,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 2.0}, ""y1"": {""0"": 144.0}, ""x2"": {""0"": 725.0}, ""y2"": {""0"": 671.0}}",1
1188,000882,38,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 36.0}, ""y1"": {""0"": 351.0}, ""x2"": {""0"": 687.0}, ""y2"": {""0"": 630.0}}",1
1189,000882,39,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 132.0}, ""y1"": {""0"": 441.0}, ""x2"": {""0"": 639.0}, ""y2"": {""0"": 649.0}}",1
1190,000882,40,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 259.0}, ""y1"": {""0"": 463.0}, ""x2"": {""0"": 534.0}, ""y2"": {""0"": 635.0}}",1
1191,000882,41,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 291.0}, ""y1"": {""0"": 489.0}, ""x2"": {""0"": 519.0}, ""y2"": {""0"": 629.0}}",1
1192,000882,42,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 291.0}, ""y1"": {""0"": 489.0}, ""x2"": {""0"": 519.0}, ""y2"": {""0"": 629.0}}",1
1193,000882,43,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 321.0}, ""y1"": {""0"": 464.0}, ""x2"": {""0"": 542.0}, ""y2"": {""0"": 630.0}}",1
1194,000882,44,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 339.0}, ""y1"": {""0"": 476.0}, ""x2"": {""0"": 542.0}, ""y2"": {""0"": 630.0}}",1
1195,000882,45,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 350.0}, ""y1"": {""0"": 479.0}, ""x2"": {""0"": 540.0}, ""y2"": {""0"": 630.0}}",1
1196,000882,46,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 350.0}, ""y1"": {""0"": 479.0}, ""x2"": {""0"": 540.0}, ""y2"": {""0"": 630.0}}",1
1197,000882,47,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 362.0}, ""y1"": {""0"": 493.0}, ""x2"": {""0"": 540.0}, ""y2"": {""0"": 630.0}}",1
1198,000882,48,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 362.0}, ""y1"": {""0"": 525.0}, ""x2"": {""0"": 555.0}, ""y2"": {""0"": 630.0}}",1
1199,000882,49,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 362.0}, ""y1"": {""0"": 525.0}, ""x2"": {""0"": 575.0}, ""y2"": {""0"": 630.0}}",1
1200,000649,0,,0
1201,000649,1,,0
1202,000649,2,,0
1203,000649,3,,0
1204,000649,4,,0
1205,000649,5,,0
1206,000649,6,,0
1207,000649,7,,0
1208,000649,8,,0
1209,000649,9,,0
1210,000649,10,,0
1211,000649,11,,0
1212,000649,12,,0
1213,000649,13,,0
1214,000649,14,,0
1215,000649,15,,0
1216,000649,16,,0
1217,000649,17,,0
1218,000649,18,,0
1219,000649,19,,0
1220,000649,20,,0
1221,000649,21,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 595.0}, ""y1"": {""0"": 425.0}, ""x2"": {""0"": 624.0}, ""y2"": {""0"": 449.0}}",1
1222,000649,22,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 595.0}, ""y1"": {""0"": 425.0}, ""x2"": {""0"": 624.0}, ""y2"": {""0"": 449.0}}",1
1223,000649,23,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 595.0}, ""y1"": {""0"": 425.0}, ""x2"": {""0"": 624.0}, ""y2"": {""0"": 449.0}}",1
1224,000649,24,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 595.0}, ""y1"": {""0"": 425.0}, ""x2"": {""0"": 624.0}, ""y2"": {""0"": 449.0}}",1
1225,000649,25,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 591.0}, ""y1"": {""0"": 425.0}, ""x2"": {""0"": 624.0}, ""y2"": {""0"": 449.0}}",1
